dbn,n_prgm,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description,url,coor,lat,long,n,prgm_set
10X368,1,In-Tech Academy (M.S. / High School 368),,"2975 Tibbett Avenue, Bronx NY 10463 (40.877935,-73.913694)",www.in-techacademy.org,1000,"Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18610,"40.877935,-73.913694",40.877935,-73.913694,0.05,Information and Network Technology Academy
10X374,2,Knowledge and Power Preparatory Academy International High School (KAPPA),,"500 East Fordham Road, Bronx NY 10458 (40.859466,-73.888625)",www.kappainternational.org,421,"College Trips,Community Service Expected,Health Center,Internship Expected,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15411,"40.859466,-73.888625",40.859466,-73.888625,0.1,"Knowledge and Power Preparatory Academy International High School, Doctors of Tomorrow"
10X433,1,High School for Teaching and the Professions,,"2780 Reservoir Avenue, Bronx NY 10468 (40.869061,-73.897066)",hsforteaching.org,414,"College Trips,Community School,Community Service Expected,Dress Code,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15172,"40.869061,-73.897066",40.869061,-73.897066,0.05,Pre-Teaching and Professions in Education
10X434,1,Belmont Preparatory High School,,"500 East Fordham Road, Bronx NY 10458 (40.859466,-73.888625)",www.belmontprephs.org,389,LYFE (Living For The Young Family Through Education),Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15569,"40.859466,-73.888625",40.859466,-73.888625,0.05,College and University Transitional Seminar
10X437,1,Fordham High School for the Arts,,"500 East Fordham Road, Bronx NY 10458 (40.859466,-73.888625)",www.fordhamhighschoolforthearts.org,369,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15632,"40.859466,-73.888625",40.859466,-73.888625,0.05,Fordham High School for the Arts
10X438,1,Fordham Leadership Academy,,"500 East Fordham Road, Bronx NY 10458 (40.859466,-73.888625)",www.fordhamleadership.com,373,"College Trips,Community School,Community Service Expected,Dress Code,Extended Day Tutoring,Extended Year,Health Center,Internship Expected,Internships Available,LYFE (Living For The Young Family Through Education),Summer Bridge,Summer Internships,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19120,"40.859466,-73.888625",40.859466,-73.888625,0.05,College Preparatory and Leadership
10X439,1,Bronx High School for Law and Community Service,,"500 East Fordham Road, Bronx NY 10458 (40.859466,-73.888625)",www.bronxlawhs.org,406,"Career and Technical Education (CTE),College Trips,Community Service Expected,Dress Code,Health Center,Internship Expected,Internships Available,LYFE (Living For The Young Family Through Education),Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15469,"40.859466,-73.888625",40.859466,-73.888625,0.05,Law Enforcement Academy
10X440,8,DeWitt Clinton High School,,"100 West Mosholu Parkway South, Bronx NY 10468 (40.879958,-73.889011)",DeWittClintonHS.com,975,"10th Grade Seats Available,College Trips,Community School,Community Service Expected,Dress Code,Extended Day Program,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18622,"40.879958,-73.889011",40.879958,-73.889011,0.4,"Clinton School of Health Professions, Newcomers' Global Community, Macy Honors Early College Program, Clinton School of Engineering & Computer Science, Clinton School of Visual Arts, Clinton School of Dance, Clinton School of Music, DeWitt Clinton High School D75 Inclusion Program"
10X442,3,"Celia Cruz Bronx High School of Music, The",,"2780 Reservoir Avenue, Bronx NY 10468 (40.869061,-73.897066)",http://cchighschoolofmusic.org,441,"10th Grade Seats Available,College Trips,Community Service Expected,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15545,"40.869061,-73.897066",40.869061,-73.897066,0.15,"Concert Band / Jazz Band / Piano, Vocal Music: Chorus, Instrumental Music: Orchestra / Strings"
10X445,1,"Bronx High School of Science, The",,"75 West 205 Street, Bronx NY 10468 (40.879958,-73.889011)",bxscience.edu,2981,10th Grade Seats Available,Partially Accessible,https://www.myschools.nyc/en/schools/high-school/14972,"40.879958,-73.889011",40.879958,-73.889011,0.05,The Bronx High School of Science
10X477,2,Marble Hill High School for International Studies,,"99 Terrace View Avenue, Bronx NY 10463 (40.877379,-73.912686)",www.marblehillschool.org,442,10th Grade Seats Available,Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17587,"40.877379,-73.912686",40.877379,-73.912686,0.1,"Foreign Language Academy, English Language Learners Academy"
10X524,1,Crotona International High School,,"2474 Crotona Avenue, Bronx NY 10458 (40.855392,-73.882487)",https://www.crotonaihs.org/,338,"Career and Technical Education (CTE),College Trips,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18019,"40.855392,-73.882487",40.855392,-73.882487,0.05,Digital Media/Recording Entertainment Technology
10X546,2,Bronx Theatre High School,,"99 Terrace View Avenue, Bronx NY 10463 (40.877379,-73.912686)",https://www.bxtheatre.org/,328,"10th Grade Seats Available,College Trips,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Bridge,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17691,"40.877379,-73.912686",40.877379,-73.912686,0.1,"Theater Design and Technology, Performance and Production"
10X549,1,Discovery High School,,"2780 Reservoir Avenue, Bronx NY 10468 (40.869061,-73.897066)",https://www.schools.nyc.gov/schools/X549,449,10th Grade Seats Available,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15407,"40.869061,-73.897066",40.869061,-73.897066,0.05,Discovery High School
10X565,1,High School for Energy and Technology,,"2474 Crotona Avenue, Bronx NY 10458 (40.855392,-73.882487)",www.hsenergytech.org,382,"Career and Technical Education (CTE),College Trips,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17183,"40.855392,-73.882487",40.855392,-73.882487,0.05,Electrical Installation and Technology
10X696,1,High School of American Studies at Lehman College,,"2925 Goulden Avenue, Bronx NY 10468 (40.874725,-73.895543)",hsas-lehman.org,382,10th Grade Seats Available,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15628,"40.874725,-73.895543",40.874725,-73.895543,0.05,High School of American Studies at Lehman College
11X249,1,Bronx Health Sciences High School,,"750 Baychester Avenue, Bronx NY 10475 (40.874035,-73.831669)",https://www.schools.nyc.gov/schools/X249,287,,Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15986,"40.874035,-73.831669",40.874035,-73.831669,0.05,Bronx Health Sciences High School
11X253,1,Bronx High School for Writing and Communication Arts,,"800 East Gun Hill Road, Bronx NY 10467 (40.875172,-73.861649)",https://www.bhswca.com/,301,,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14734,"40.875172,-73.861649",40.875172,-73.861649,0.05,Bronx High School for Writing & Communication Arts
11X265,2,Bronx Lab School,,"800 East Gun Hill Road, Bronx NY 10467 (40.875172,-73.861649)",www.bronxlabschool.org,343,"10th Grade Seats Available,College Trips,Community Service Expected,Extended Day Credit Recovery,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Summer Bridge,Summer Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16372,"40.875172,-73.861649",40.875172,-73.861649,0.1,"Bronx Lab School D75 Inclusion Program, Bronx Lab School"
11X270,1,Academy for Scholarship and Entrepreneurship: A College Board School,,"921 East 228th Street, Bronx NY 10466 (40.888242,-73.852714)",https://www.schools.nyc.gov/schools/X270,363,"10th Grade Seats Available,Career and Technical Education (CTE)",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19423,"40.888242,-73.852714",40.888242,-73.852714,0.05,Academy for Scholarship and Entrepreneurship
11X275,2,High School of Computers and Technology,,"800 East Gun Hill Road, Bronx NY 10467 (40.875172,-73.861649)",www.hsctbronx.org,543,"Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17132,"40.875172,-73.861649",40.875172,-73.861649,0.1,"High School of Computers and Technology D75 Inclusion Program, High School of Computers and Technology"
11X288,2,Collegiate Institute for Math and Science (CIMS),,"925 Astor Avenue, Bronx NY 10469 (40.860443,-73.860729)",www.cimsnyc.org,569,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17140,"40.860443,-73.860729",40.860443,-73.860729,0.1,"Collegiate Institute for Math and Science, CIMS Math & Science Academy"
11X290,1,Bronx Academy of Health Careers,,"800 East Gun Hill Road, Bronx NY 10467 (40.875172,-73.861649)",www.bxahc.org,359,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19636,"40.875172,-73.861649",40.875172,-73.861649,0.05,Bronx Academy of Health Careers
11X299,1,Astor Collegiate Academy,,"925 Astor Avenue, Bronx NY 10469 (40.860443,-73.860729)",www.astorcollegiate.org,483,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19146,"40.860443,-73.860729",40.860443,-73.860729,0.05,Science
11X418,3,Bronx High School for the Visual Arts,,"2040 Antin Place, Bronx NY 10462 (40.851577,-73.864438)",bhsva418.com,440,"10th Grade Seats Available,Career and Technical Education (CTE)",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18293,"40.851577,-73.864438",40.851577,-73.864438,0.15,"Visual Art, Graphic Design, Bronx High School for the Visual Arts D75 Inclusion Program"
11X455,9,Harry S Truman High School,,"750 Baychester Avenue, Bronx NY 10475 (40.874035,-73.831669)",bxtrumanhighschool.com,2172,"10th Grade Seats Available,College Trips,Extended Day Program,Health Center,Online Grading System,Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18680,"40.874035,-73.831669",40.874035,-73.831669,0.45,"Law and Legal Studies/Law Enforcement Academy, Computer Technology, Culinary Arts, Media Communication and Video Journalism, Air Force Junior ROTC, Pre-Engineering and Applied Mathematics, Arts Academy, Harry S. Truman High School ACES 15:1 Program, Zoned"
11X508,3,Bronxdale High School,,"925 Astor Avenue, Bronx NY 10469 (40.860443,-73.860729)",www.bronxdalehs.org,448,"Career and Technical Education (CTE),College Trips,Community School,Dress Code,Extended Day Program,Health Center,Online Grading System,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15758,"40.860443,-73.860729",40.860443,-73.860729,0.15,"Bronxdale High School, Bronxdale High School D75 Inclusion Program, Bronxdale High School ASD Nest Program"
11X509,1,High School of Language and Innovation,,"925 Astor Avenue, Bronx NY 10469 (40.860443,-73.860729)",www.languageandinnovation.org,366,"10th Grade Seats Available,College Trips,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16970,"40.860443,-73.860729",40.860443,-73.860729,0.05,High School of Language and Innovation
11X513,1,New World High School,,"921 East 228th Street, Bronx NY 10466 (40.888242,-73.852714)",https://www.schools.nyc.gov/schools/x513,365,"College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Orientation,Summer Bridge,Summer Internships,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17169,"40.888242,-73.852714",40.888242,-73.852714,0.05,New World High School
11X514,1,"Bronxwood Preparatory Academy, The",,"921 East 228th Street, Bronx NY 10466 (40.888242,-73.852714)",https://www.schools.nyc.gov/schools/X514,354,"College Trips,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17924,"40.888242,-73.852714",40.888242,-73.852714,0.05,The Bronxwood Preparatory Academy
