dbn,program,program_name,grade9geapplicantsperseat,grade9swdapplicantsperseat,eligibility,prgdesc,admissionspriority1,admissionspriority2,admissionspriority3,admissionspriority4,requirement_1,requirement_2,requirement_3,requirement_4,requirement_5,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description
05M157,program1,The Urban Assembly School for Global Commerce,2,3,NA,Career program developed in response to future employment opportunity and potential for career growth; Mission-based learning in the field of global commerce in developing solutions for complex transportation and logistical systems; Professional development through work-based learning experiences and internships; Coursework culminates with a portfolio and Industry Standard certifications.,Priority to Manhattan students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,"Urban Assembly School for Global Commerce, The",NA,"2005 Madison Avenue, Manhattan NY 10035 (40.807019,-73.938714)",uaglobalcommerce.org,233,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Internships,Uniform,Weekend Programs",Fully Accessible
05M304,program1,Mott Hall High School,3,4,NA,NA,"Priority to Mott Hall, Mott Hall II, and Mott Hall III Middle School students",Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Mott Hall High School,NA,"6 Edgecombe Avenue, Manhattan NY 10030 (40.817228,-73.947151)",motthallhs.org,239,"College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Online Grading System,Orientation,Summer Orientation,Uniform,Weekend Programs",Not Accessible
05M362,program1,Columbia Secondary School,54,15,NA,NA,Priority to continuing 8th graders,Then to New York City residents,NA,NA,2018-19 ELA/Math State Test Scores - 40%,2018-19 Final Grades - 40%,2019-20 Marking Period Grades - 20%,NA,NA,Columbia Secondary School,NA,"425 West 123rd Street, Manhattan NY 10027 (40.810793,-73.955722)",www.columbiasecondary.org,698,"Career and Technical Education (CTE),Dress Code,Extended Day Program,Online Grading System,Orientation",Partially Accessible
05M369,program1,Urban Assembly School for the Performing Arts,5,5,NA,NA,Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Urban Assembly School for the Performing Arts,NA,"509 West 129th Street, Manhattan NY 10027 (40.815747,-73.95552)",www.uaperformingarts.org,380,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Program,Health Center,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Weekend Programs",Not Accessible
05M499,program1,Frederick Douglass Academy for the Humanities (FDAH),4,4,NA,"This program will prepare students for their choice of college studies and careers. Students are expected to take a minimum of two AP or CUNY College Now courses for which they are eligible which may include AP United States History, AP Microeconomics, AP European History, AP English, AP Spanish, AP Biology, AP Statistics, AP Calculus, AP Physics, and AP French. SUNY Old Westbury English Composition, College Algebra.",Priority to continuing 8th graders,"Then to Districts 3, 4, and 5 students or residents",Then to New York City residents,NA,2018-19 ELA/Math State Test Scores - 40%,2018-19 Final Grades - 30%,2019-20 Marking Period Grades - 30%,NA,NA,Frederick Douglass Academy,NA,"2581 7th Avenue, Manhattan NY 10039 (40.823988,-73.935746)",fda1.org,1072,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Partially Accessible
05M499,program2,"Science, Technology, Engineering, and Mathematics (STEM)",5,3,NA,"This program will prepare students for college studies and careers in Science, Technology, Engineering, Mathematics, and Medicine. Students will have access to elective courses such as Robotics, Aeronautics/Aviation, Anatomy & Physiology, and Forensic Science. Students are expected to take a minimum of two AP or CUNY College Now courses for which they are eligible and may include AP Calculus, AP Statistics, AP Biology, AP Chemistry, and AP Physics.",Priority to continuing 8th graders,"Then to Districts 3, 4, and 5 students or residents",Then to New York City residents,NA,2018-19 ELA/Math State Test Scores - 40%,2018-19 Final Grades - 30%,2019-20 Marking Period Grades - 30%,NA,NA,Frederick Douglass Academy,NA,"2581 7th Avenue, Manhattan NY 10039 (40.823988,-73.935746)",fda1.org,1072,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Partially Accessible
05M670,program1,Social Change and Community Service,5,6,NA,"We offer a traditional Regents curriculum, designed to graduate well-rounded students, equipped with communication and critical thinking skills, and a broad, global perspective - all of which are vital components of college and career readiness. Financial literacy and life skills are embedded in our curriculum. All courses are aligned to the Common Core Learning Standards, incorporate progressive ideas and provide students with opportunities for real-world application.",Priority to continuing 8th graders,Then to District 5 students or residents,Then to Manhattan students or residents,Then to New York City residents,2018-19 ELA/Math State Test Scores - 20%,2018-19 Final Grades - 40%,2019-20 Marking Period Grades - 40%,NA,NA,Thurgood Marshall Academy for Learning and Social Change,NA,"200-214 West 135th Street, Manhattan NY 10030 (40.815237,-73.944299)",www.tmanyc.org,541,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Fully Accessible
05M692,program1,"High School for Math, Science and Engineering at City College (HSMSE)",NA,NA,Open only to New York City residents who take the Specialized High Schools Admissions Test (SHSAT),Admission to this specialized high school is based solely on the score obtained on the Specialized High Schools Admission Test (SHSAT). Students should speak to their school counselor in the Fall to register for the SHSAT.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High School for Math, Science and Engineering at City College (HSMSE)",NA,"240 Convent Avenue, Manhattan NY 10031 (40.820208,-73.950354)",hsmse.org,485,"10th Grade Seats Available,Career and Technical Education (CTE)",Partially Accessible
06M211,program1,Inwood Early College for Health & Information Technologies,20,19,NA,"Students may take up to six years to complete the CTE early college high school program, earn an Associate degree (or up to two years of college credit) in technology or the biological sciences and participate in internships. Through our partnership with Bronx Community College, students begin dual enrollment in college courses as early as 10th grade. Through our partnership with NY Presbyterian and Microsoft, students engage job shadowing, mentoring and paid and unpaid internships.",Priority to Manhattan students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Inwood Early College for Health and Information Technologies,NA,"650 Academy Street, Manhattan NY 10034 (40.865556,-73.925464)",www.inwoodEC.org,459,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Early College,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Summer Bridge,Summer Internships,Weekend Programs",Not Accessible
06M293,program1,City College Academy of the Arts,22,16,NA,NA,Priority to continuing 8th graders,Then to Manhattan students or residents,Then to New York City residents,NA,2018-19 ELA/Math State Test Scores - 20%,2018-19 Final Grades - 40%,2019-20 Marking Period Grades - 40%,NA,NA,City College Academy of the Arts,NA,"4600 Broadway, Manhattan NY 10040 (40.860951,-73.930082)",https://www.schools.nyc.gov/schools/M293,612,"10th Grade Seats Available,Early College",Fully Accessible
06M346,program1,Community Health Academy of the Heights,10,13,NA,NA,Priority to continuing 8th graders,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Community Health Academy of the Heights,NA,"504 West 158th Street, Manhattan NY 10032 (40.833695,-73.942074)",www.chah.nyc,695,Community School,Fully Accessible
06M348,program1,Washington Heights Expeditionary Learning School,5,6,NA,Students participate in interdisciplinary learning across all subject areas.,Priority to continuing 8th graders,Priority to District 6 students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,Washington Heights Expeditionary Learning School (WHEELS),NA,"511 West 182nd Street, Manhattan NY 10033 (40.849311,-73.930991)",www.wheelsnyc.org,890,"10th Grade Seats Available,Community School",Partially Accessible
06M423,program1,High School for Excellence and Innovation,1,1,Open only to 15 and 16 year old New York City residents entering high school for the first time. Students must have a record of being held back two times in elementary and/or middle school and students must attend an Open House and personalized intake meeting.,"Our school presents an opportunity for 15- and 16-year old New York City residents entering the 9th grade for the first time. We believe that although these students have been held back two years during elementary and/or middle school, our trimester system and small class sizes will allow the pace and attention for these students to achieve in high school and be prepared for college and 21st century career paths!",NA,NA,NA,NA,NA,NA,NA,NA,NA,High School for Excellence and Innovation,NA,"650 Academy Street, Manhattan NY 10034 (40.865556,-73.925464)",https://m423.echalksites.com/,189,"College Trips,Community School,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Not Accessible
